
Symbol table '.dynsym' contains 2746 entries:
   Num:    Value  Size Type    Bind   Vis      Ndx Name
  1332: 0006ecc0   193 FUNC    GLOBAL DEFAULT    8 svc_getreq_poll
  1333: 000aa570    77 FUNC    GLOBAL DEFAULT    8 _none_wcrtomb
  1334: 00050ae0     0 FUNC    WEAK   DEFAULT    8 _clock_gettime
  1335: 0004fd60     0 FUNC    WEAK   DEFAULT    8 swapoff
  1336: 00046950    73 FUNC    GLOBAL DEFAULT    8 __fdnlist
  1337: 0004fce0     0 FUNC    WEAK   DEFAULT    8 _sigwait
  1338: 00026358     0 FUNC    GLOBAL DEFAULT    8 exect
  1339: 00050e20     0 FUNC    WEAK   DEFAULT    8 semsys
  1340: 000c8220    44 FUNC    WEAK   DEFAULT    8 _pthread_rwlock_[...]
  1341: 000a0320    75 FUNC    GLOBAL DEFAULT    8 _nis_gethostbyname
  1342: 0001ee60    90 FUNC    GLOBAL DEFAULT    8 tfind
  1343: 0005bd70    59 FUNC    WEAK   DEFAULT    8 wait
  1344: 000c5300   118 FUNC    GLOBAL DEFAULT    8 __lo0bits_D2A
  1345: 00050800     0 FUNC    GLOBAL DEFAULT    8 __sys_kldnext
  1346: 000507c0     0 FUNC    GLOBAL DEFAULT    8 __sys_kldfirstmod
  1347: 000d2940    40 OBJECT  GLOBAL DEFAULT   10 __tinytens_D2A
  1348: 0005a110   100 FUNC    GLOBAL DEFAULT    8 acl_dup
  1349: 000503e0     0 FUNC    WEAK   DEFAULT    8 __acl_delete_file
  1350: 00051160     0 FUNC    WEAK   DEFAULT    8 mincore
  1351: 00081a40   269 FUNC    GLOBAL DEFAULT    8 xdr_accepted_reply
  1352: 000d6d14     4 OBJECT  GLOBAL DEFAULT   11 __default_hash
  1353: 000b80b0    52 FUNC    GLOBAL DEFAULT    8 mkstemps
  1354: 000ae460   547 FUNC    GLOBAL DEFAULT    8 scandir
  1355: 000ab390   540 FUNC    GLOBAL DEFAULT    8 _EUC_init
  1356: 00051200     0 FUNC    WEAK   DEFAULT    8 umask
  1357: 00050fc0     0 FUNC    GLOBAL DEFAULT    8 __sys_setregid
  1358: 00022170    55 FUNC    GLOBAL DEFAULT    8 lfind
  1359: 00051160     0 FUNC    WEAK   DEFAULT    8 _mincore
  1360: 00050ca0     0 FUNC    WEAK   DEFAULT    8 _undelete
  1361: 000b1800   227 FUNC    GLOBAL DEFAULT    8 __rec_delete
  1362: 000dd19c     4 OBJECT  GLOBAL DEFAULT   18 libnsl_trace_lock
  1363: 000451b0   125 FUNC    WEAK   DEFAULT    8 sem_init
  1364: 000c81c0    44 FUNC    WEAK   DEFAULT    8 _pthread_rwlock_[...]
  1365: 00098e80  7988 FUNC    GLOBAL DEFAULT    8 __ns_sprintrrf
  1366: 00088600    59 FUNC    GLOBAL DEFAULT    8 _err
  1367: 0007f4fc     0 FUNC    GLOBAL DEFAULT    8 __sys_poll
  1368: 0006e7e0    96 FUNC    GLOBAL DEFAULT    8 svcerr_weakauth
  1369: 000891d0   288 FUNC    GLOBAL DEFAULT    8 getnetpath
  1370: 00076060   290 FUNC    GLOBAL DEFAULT    8 xdr_authunix_parms
  1371: 0004fc60     0 FUNC    WEAK   DEFAULT    8 _thr_kill
  1372: 000689b0    49 FUNC    GLOBAL DEFAULT    8 svcfd_create
  1373: 0005dad0   840 FUNC    GLOBAL DEFAULT    8 execvP
  1374: 000d68c4     4 OBJECT  GLOBAL DEFAULT   11 __wcrtomb
  1375: 00079b50   641 FUNC    GLOBAL DEFAULT    8 innetgr
  1376: 000d6c64     4 OBJECT  GLOBAL DEFAULT   11 __mlocale_changed
  1377: 0004fc80     0 FUNC    GLOBAL DEFAULT    8 __sys_thr_self
  1378: 000662cc     0 FUNC    WEAK   DEFAULT    8 _setitimer
  1379: 000a5770   122 FUNC    GLOBAL DEFAULT    8 mktime
  1380: 000ebcc0   512 OBJECT  GLOBAL DEFAULT   18 _res
  1381: 000c6560    84 FUNC    GLOBAL DEFAULT    8 reallocf
  1382: 0007c5f8     0 FUNC    GLOBAL DEFAULT    8 __sys_bind
  1383: 00036e70    49 FUNC    GLOBAL DEFAULT    8 inet6_rth_segments
  1384: 00000000     0 NOTYPE  GLOBAL DEFAULT  UND __progname
  1385: 00050b60     0 FUNC    GLOBAL DEFAULT    8 __sys_shmat
  1386: 000ab5d0   488 FUNC    GLOBAL DEFAULT    8 _EUC_mbrtowc
  1387: 00043150   155 FUNC    GLOBAL DEFAULT    8 timezone
  1388: 0003cca0    35 FUNC    GLOBAL DEFAULT    8 freeifmaddrs
  1389: 0001e8d0   214 FUNC    GLOBAL DEFAULT    8 strcasestr
  1390: 000a2c40    38 FUNC    WEAK   DEFAULT    8 _rtld_thread_init
  1391: 00045490   222 FUNC    WEAK   DEFAULT    8 sem_close
  1392: 000ba8a4     0 FUNC    WEAK   DEFAULT    8 lstat
  1393: 000362b0    79 FUNC    GLOBAL DEFAULT    8 catgets
  1394: 0004eea0    44 FUNC    GLOBAL DEFAULT    8 ctermid_r
  1395: 00034ba0    69 FUNC    GLOBAL DEFAULT    8 acl_set_permset
  1396: 00025230   221 FUNC    GLOBAL DEFAULT    8 xdr_rpcbs_addrlist
  1397: 0009dd10    93 FUNC    GLOBAL DEFAULT    8 ferror
  1398: 000a2cb0   122 FUNC    GLOBAL DEFAULT    8 strstr
  1399: 0005bd70    59 FUNC    WEAK   DEFAULT    8 _wait
  1400: 00022cf0   109 FUNC    GLOBAL DEFAULT    8 unlockpt
  1401: 00088570    42 FUNC    GLOBAL DEFAULT    8 xdr_u_longlong_t
  1402: 000c4500   526 FUNC    GLOBAL DEFAULT    8 __quorem_D2A
  1403: 000334d0    62 FUNC    GLOBAL DEFAULT    8 __ucmpdi2
  1404: 000511a0     0 FUNC    WEAK   DEFAULT    8 vadvise
  1405: 000a6d00   146 FUNC    GLOBAL DEFAULT    8 ns_name_skip
  1406: 00024b60   696 FUNC    GLOBAL DEFAULT    8 rtime
  1407: 000c8f10    22 FUNC    WEAK   DEFAULT    8 __error
  1408: 00020e10    38 FUNC    GLOBAL DEFAULT    8 rand
  1409: 0003daa0   191 FUNC    GLOBAL DEFAULT    8 addr2ascii
  1410: 00063ab4     0 FUNC    WEAK   DEFAULT    8 flock
  1411: 000820d0   296 FUNC    GLOBAL DEFAULT    8 __rpc_createerr
  1412: 000ad3a0   145 FUNC    GLOBAL DEFAULT    8 ftello
  1413: 000500a0     0 FUNC    WEAK   DEFAULT    8 ___mac_set_file
  1414: 000ac130    61 FUNC    GLOBAL DEFAULT    8 __collate_strdup
  1415: 00050980     0 FUNC    WEAK   DEFAULT    8 nstat
  1416: 0009c190   440 FUNC    GLOBAL DEFAULT    8 __ns_parse_ttl
  1417: 00050da0     0 FUNC    WEAK   DEFAULT    8 setgid
  1418: 000661d0   120 FUNC    GLOBAL DEFAULT    8 signal
  1419: 000460c0   212 FUNC    GLOBAL DEFAULT    8 psignal
  1420: 000c8e68     0 FUNC    WEAK   DEFAULT    8 read
  1421: 000c2310   683 FUNC    GLOBAL DEFAULT    8 __hdtoa
  1422: 000501c0     0 FUNC    WEAK   DEFAULT    8 _kse_wakeup
  1423: 000510c0     0 FUNC    WEAK   DEFAULT    8 _getitimer
  1424: 000737a0   429 FUNC    GLOBAL DEFAULT    8 _des_crypt_call
  1425: 00097ae0   113 FUNC    GLOBAL DEFAULT    8 __sym_ntos
  1426: 000895f0   539 FUNC    GLOBAL DEFAULT    8 getnetconfig
  1427: 0006dfd0   554 FUNC    GLOBAL DEFAULT    8 svc_reg
  1428: 00036c80   130 FUNC    GLOBAL DEFAULT    8 inet6_rth_init
  1429: 000b70e0   110 FUNC    GLOBAL DEFAULT    8 __bt_fd
  1430: 0004eed0    71 FUNC    GLOBAL DEFAULT    8 des_setkey
  1431: 00059a60    67 FUNC    GLOBAL DEFAULT    8 _posix1e_acl_sort
  1432: 000ebec0     4 OBJECT  GLOBAL DEFAULT   18 _serv_stayopen
  1433: 0005f7dc     0 FUNC    GLOBAL DEFAULT    8 __sys_getgid
  1434: 00034bf0   117 FUNC    GLOBAL DEFAULT    8 acl_set_qualifier
  1435: 000a2970   104 FUNC    GLOBAL DEFAULT    8 openlog
  1436: 00026334     0 FUNC    WEAK   DEFAULT    8 _getcontext
  1437: 0004fdc0     0 FUNC    WEAK   DEFAULT    8 extattr_delete_link
  1438: 0003da00   157 FUNC    GLOBAL DEFAULT    8 ascii2addr
  1439: 0001ec50    42 FUNC    GLOBAL DEFAULT    8 flsl
  1440: 000ae250   122 FUNC    GLOBAL DEFAULT    8 ___runetype
  1441: 00087dc0    79 FUNC    GLOBAL DEFAULT    8 xdr_u_char
  1442: 0007f53c     0 FUNC    WEAK   DEFAULT    8 sendmsg
  1443: 000ca02c    16 OBJECT  GLOBAL DEFAULT   10 in6addr_loopback
  1444: 0004fd20     0 FUNC    WEAK   DEFAULT    8 ___acl_set_link
  1445: 0003dbd0    79 FUNC    GLOBAL DEFAULT    8 iswctype
  1446: 000ad260    82 FUNC    GLOBAL DEFAULT    8 strlcpy
  1447: 00085520   541 FUNC    GLOBAL DEFAULT    8 strcoll
  1448: 000a29e0   123 FUNC    GLOBAL DEFAULT    8 closelog
  1449: 00068700    86 FUNC    GLOBAL DEFAULT    8 clntudp_create
  1450: 00050120     0 FUNC    WEAK   DEFAULT    8 ___mac_set_proc
  1451: 00040b90    79 FUNC    GLOBAL DEFAULT    8 isupper
  1452: 00071350   144 FUNC    GLOBAL DEFAULT    8 key_decryptsession_pk
  1453: 0003bc50   140 FUNC    GLOBAL DEFAULT    8 inet6_opt_find
  1454: 000474a0   452 FUNC    GLOBAL DEFAULT    8 nftw
  1455: 000ac694     0 FUNC    GLOBAL DEFAULT    8 strncmp
  1456: 0004fd20     0 FUNC    WEAK   DEFAULT    8 __acl_set_link
  1457: 000501a0     0 FUNC    GLOBAL DEFAULT    8 __sys_kse_create
  1458: 000258c0    76 FUNC    GLOBAL DEFAULT    8 xdr_rpcb_stat_byvers
  1459: 000a2bb0    43 FUNC    WEAK   DEFAULT    8 dlopen
  1460: 000506c0     0 FUNC    GLOBAL DEFAULT    8 __sys_aio_read
  1461: 00035990    42 FUNC    GLOBAL DEFAULT    8 acl_delete_fd_np
  1462: 0004fe20     0 FUNC    GLOBAL DEFAULT    8 __sys___mac_set_link
  1463: 0004fb60     0 FUNC    WEAK   DEFAULT    8 _ksem_timedwait
  1464: 0004fe80     0 FUNC    GLOBAL DEFAULT    8 __sys_ksem_destroy
  1465: 00050ac0     0 FUNC    WEAK   DEFAULT    8 _clock_settime
  1466: 00050720     0 FUNC    WEAK   DEFAULT    8 aio_suspend
  1467: 00071160    66 FUNC    GLOBAL DEFAULT    8 getpublickey
  1468: 000bf520    78 FUNC    GLOBAL DEFAULT    8 wcsrtombs
  1469: 0007f4fc     0 FUNC    WEAK   DEFAULT    8 _poll
  1470: 000ae690    52 FUNC    GLOBAL DEFAULT    8 alphasort
  1471: 0007eeb0    67 FUNC    GLOBAL DEFAULT    8 getusershell
  1472: 00028f70   178 FUNC    GLOBAL DEFAULT    8 fpurge
  1473: 000c81f0    44 FUNC    WEAK   DEFAULT    8 pthread_rwlock_wrlock
  1474: 00044fa0    97 FUNC    GLOBAL DEFAULT    8 sethostname
  1475: 000506e0     0 FUNC    WEAK   DEFAULT    8 aio_error
  1476: 0001d6f0    48 FUNC    GLOBAL DEFAULT    8 wmemset
  1477: 00081150   235 FUNC    GLOBAL DEFAULT    8 __rpc_sockinfo2netid
  1478: 0004f5f0    42 FUNC    GLOBAL DEFAULT    8 setpgrp
  1479: 00050f60     0 FUNC    WEAK   DEFAULT    8 _shutdown
  1480: 00041710   187 FUNC    GLOBAL DEFAULT    8 wordexp
  1481: 000dcca4     4 OBJECT  GLOBAL DEFAULT   18 __rpc_lowvers
  1482: 000662cc     0 FUNC    GLOBAL DEFAULT    8 __sys_setitimer
  1483: 000d4220    96 OBJECT  GLOBAL DEFAULT   11 _gmonparam
  1484: 000a7860    57 FUNC    GLOBAL DEFAULT    8 strncpy
  1485: 000ab900  1563 FUNC    GLOBAL DEFAULT    8 __collate_load_tables
  1486: 000b7dfc     0 FUNC    WEAK   DEFAULT    8 unlink
  1487: 00051300     0 FUNC    WEAK   DEFAULT    8 sync
  1488: 00051060     0 FUNC    WEAK   DEFAULT    8 getrusage
  1489: 00051790   568 FUNC    GLOBAL DEFAULT    8 setenv
  1490: 000b1ac0   253 FUNC    GLOBAL DEFAULT    8 __rec_close
  1491: 0005e028     0 FUNC    WEAK   DEFAULT    8 _socketpair
  1492: 0004fba0     0 FUNC    GLOBAL DEFAULT    8 __sys_extattr_li[...]
  1493: 000885a0    50 FUNC    GLOBAL DEFAULT    8 err_set_file
  1494: 0004fbe0     0 FUNC    GLOBAL DEFAULT    8 __sys_extattr_list_fd
  1495: 0004f7b0    51 FUNC    GLOBAL DEFAULT    8 __creat
  1496: 00035930    42 FUNC    GLOBAL DEFAULT    8 acl_delete_file_np
  1497: 000c5ed0   945 FUNC    GLOBAL DEFAULT    8 __sfvwrite
  1498: 0004ff00     0 FUNC    WEAK   DEFAULT    8 ksem_init
  1499: 000a2d80   232 FUNC    GLOBAL DEFAULT    8 strcasecmp
  1500: 000506a0     0 FUNC    WEAK   DEFAULT    8 _aio_write
  1501: 000505a0     0 FUNC    GLOBAL DEFAULT    8 __sys_sched_yield
  1502: 000369f4     0 FUNC    WEAK   DEFAULT    8 htonl
  1503: 000a782c     0 FUNC    WEAK   DEFAULT    8 sendto
  1504: 00050a00     0 FUNC    WEAK   DEFAULT    8 lchmod
  1505: 00034a10   155 FUNC    GLOBAL DEFAULT    8 acl_set_link_np
  1506: 00087a20    77 FUNC    GLOBAL DEFAULT    8 xdr_u_long
  1507: 00050160     0 FUNC    GLOBAL DEFAULT    8 __sys_kse_release
  1508: 00050040     0 FUNC    GLOBAL DEFAULT    8 __sys_uuidgen
  1509: 00050500     0 FUNC    WEAK   DEFAULT    8 _jail
  1510: 00051240     0 FUNC    WEAK   DEFAULT    8 revoke
  1511: 00050580     0 FUNC    WEAK   DEFAULT    8 sched_get_priori[...]
  1512: 000451b0   125 FUNC    GLOBAL DEFAULT    8 __sem_init
  1513: 000a6280    38 FUNC    GLOBAL DEFAULT    8 __ns_get32
  1514: 00079600   475 FUNC    GLOBAL DEFAULT    8 setnetgrent
  1515: 00084330    68 FUNC    GLOBAL DEFAULT    8 hesiod_end
  1516: 000c72d0    92 FUNC    WEAK   DEFAULT    8 funlockfile
  1517: 0004f8d0    17 FUNC    GLOBAL DEFAULT    8 dbm_close
  1518: 0004bcd0   105 FUNC    GLOBAL DEFAULT    8 setfstab
  1519: 0003db60   107 FUNC    GLOBAL DEFAULT    8 wcwidth
  1520: 000a9e30   176 FUNC    GLOBAL DEFAULT    8 __detect_path_locale
  1521: 0005e008     0 FUNC    WEAK   DEFAULT    8 _sysarch
  1522: 00040720    18 FUNC    GLOBAL DEFAULT    8 isascii
  1523: 00081c70   227 FUNC    GLOBAL DEFAULT    8 xdr_replymsg
  1524: 00050780     0 FUNC    GLOBAL DEFAULT    8 __sys_setresuid
  1525: 000c8330    58 FUNC    WEAK   DEFAULT    8 pthread_sigmask
  1526: 000d4828     4 OBJECT  GLOBAL DEFAULT   11 __rpc_minfd
  1527: 00050580     0 FUNC    GLOBAL DEFAULT    8 __sys_sched_get_[...]
  1528: 000247f0   315 FUNC    GLOBAL DEFAULT    8 uuid_from_string
  1529: 000501e0     0 FUNC    WEAK   DEFAULT    8 kse_exit
  1530: 0005f670    52 FUNC    GLOBAL DEFAULT    8 realloc
  1531: 000d5780   492 OBJECT  GLOBAL DEFAULT   11 __p_type_syms
  1532: 000d5740    60 OBJECT  GLOBAL DEFAULT   11 __p_update_secti[...]
  1533: 00067c00   198 FUNC    GLOBAL DEFAULT    8 rpcb_getaddr
  1534: 00051100     0 FUNC    GLOBAL DEFAULT    8 __sys_setpgid
  1535: 000504a0     0 FUNC    WEAK   DEFAULT    8 _sigtimedwait
  1536: 00050500     0 FUNC    WEAK   DEFAULT    8 jail
  1537: 00034090   131 FUNC    GLOBAL DEFAULT    8 mac_prepare_type
  1538: 000ae450     0 FUNC    GLOBAL DEFAULT    8 __sys_setcontext
  1539: 0004fe20     0 FUNC    WEAK   DEFAULT    8 __mac_set_link
  1540: 000405f0    60 FUNC    GLOBAL DEFAULT    8 towupper
  1541: 00071500    76 FUNC    GLOBAL DEFAULT    8 key_gendes
  1542: 0004ff80     0 FUNC    WEAK   DEFAULT    8 ksem_close
  1543: 000c5290   105 FUNC    GLOBAL DEFAULT    8 __Bfree_D2A
  1544: 00025ed0   445 FUNC    GLOBAL DEFAULT    8 getrpcent
  1545: 00050560     0 FUNC    GLOBAL DEFAULT    8 __sys_sched_get_[...]
  1546: 000b1590   398 FUNC    GLOBAL DEFAULT    8 __rec_fmap
  1547: 00063b14     0 FUNC    GLOBAL DEFAULT    8 __sys_dup
  1548: 000c67b0    44 FUNC    GLOBAL DEFAULT    8 __cxa_atexit
  1549: 000aad90    97 FUNC    GLOBAL DEFAULT    8 _GBK_wcrtomb
  1550: 000d68b4     4 OBJECT  GLOBAL DEFAULT   11 _CurrentRuneLocale
  1551: 00034f30    97 FUNC    GLOBAL DEFAULT    8 acl_get_fd_np
  1552: 00043400   125 FUNC    GLOBAL DEFAULT    8 sysctlnametomib
  1553: 00050b20     0 FUNC    GLOBAL DEFAULT    8 __sys_shmdt
  1554: 00026298     0 FUNC    GLOBAL DEFAULT    8 __sys_sigreturn
  1555: 000aa7b0    27 FUNC    GLOBAL DEFAULT    8 _MSKanji_mbsinit
  1556: 000ae320   267 FUNC    WEAK   DEFAULT    8 makecontext
  1557: 000854ec     0 FUNC    WEAK   DEFAULT    8 _getrlimit
  1558: 000478f0    38 FUNC    GLOBAL DEFAULT    8 __isnanf
  1559: 0005e068     0 FUNC    WEAK   DEFAULT    8 _setuid
  1560: 00050f00     0 FUNC    WEAK   DEFAULT    8 _adjtime
  1561: 000359c0   100 FUNC    GLOBAL DEFAULT    8 acl_copy_entry
  1562: 000c7970    48 FUNC    WEAK   DEFAULT    8 pthread_cond_init
  1563: 000ba8c4     0 FUNC    GLOBAL DEFAULT    8 __sys_stat
  1564: 000c285c     0 FUNC    GLOBAL DEFAULT    8 bcopy
  1565: 00020280    26 FUNC    GLOBAL DEFAULT    8 remque
  1566: 0008a3e0    52 FUNC    GLOBAL DEFAULT    8 strtok
  1567: 0003dca0   154 FUNC    GLOBAL DEFAULT    8 towctrans
  1568: 000ae2d0    68 FUNC    GLOBAL DEFAULT    8 _ctx_done
  1569: 0005a770   212 FUNC    GLOBAL DEFAULT    8 link_ntoa
  1570: 0006ff60   118 FUNC    GLOBAL DEFAULT    8 getpeereid
  1571: 0004fba0     0 FUNC    WEAK   DEFAULT    8 extattr_list_link
  1572: 000c6420    36 FUNC    GLOBAL DEFAULT    8 sigfillset
  1573: 000a8a00   114 FUNC    GLOBAL DEFAULT    8 _UTF8_init
  1574: 00024224     0 FUNC    GLOBAL DEFAULT    8 memcmp
  1575: 0006c900     0 FUNC    WEAK   DEFAULT    8 listen
  1576: 00050fc0     0 FUNC    WEAK   DEFAULT    8 _setregid
  1577: 000a2c7c     0 FUNC    GLOBAL DEFAULT    8 __sys_connect
  1578: 0006e840   135 FUNC    GLOBAL DEFAULT    8 svcerr_noprog
  1579: 00050560     0 FUNC    WEAK   DEFAULT    8 sched_get_priori[...]
  1580: 000a02a0    52 FUNC    GLOBAL DEFAULT    8 _gethostbynisname
  1581: 00024930   139 FUNC    GLOBAL DEFAULT    8 uuid_equal
  1582: 00045490   222 FUNC    GLOBAL DEFAULT    8 __sem_close
  1583: 00097250    47 FUNC    WEAK   DEFAULT    8 p_query
  1584: 00068970    59 FUNC    GLOBAL DEFAULT    8 svcudp_bufcreate
  1585: 00050e80     0 FUNC    WEAK   DEFAULT    8 lgetfh
  1586: 00087ec0   237 FUNC    GLOBAL DEFAULT    8 xdr_opaque
  1587: 0003aec0   349 FUNC    GLOBAL DEFAULT    8 __nss_compat_get[...]
  1588: 00041f10    87 FUNC    GLOBAL DEFAULT    8 wordfree
  1589: 000aac50    27 FUNC    GLOBAL DEFAULT    8 _GBK_mbsinit
  1590: 000b0dd0   264 FUNC    GLOBAL DEFAULT    8 fdopen
  1591: 000598d0   145 FUNC    GLOBAL DEFAULT    8 acl_valid_link_np
  1592: 000d6d80   264 OBJECT  GLOBAL DEFAULT   11 __sF
  1593: 0004fd80     0 FUNC    WEAK   DEFAULT    8 swapcontext
  1594: 0004fcc0     0 FUNC    WEAK   DEFAULT    8 thr_create
  1595: 0005e0a8     0 FUNC    WEAK   DEFAULT    8 fork
  1596: 000761a0   247 FUNC    GLOBAL DEFAULT    8 sscanf
  1597: 000a7420   119 FUNC    GLOBAL DEFAULT    8 __inet_ntoa
  1598: 000b03f8     0 FUNC    GLOBAL DEFAULT    8 __sys___sysctl
  1599: 0005da40    59 FUNC    GLOBAL DEFAULT    8 execv
  1600: 000a60e0   137 FUNC    GLOBAL DEFAULT    8 __res_mailok
  1601: 0007c618     0 FUNC    GLOBAL DEFAULT    8 __sys_geteuid
  1602: 00050e00     0 FUNC    WEAK   DEFAULT    8 msgsys
  1603: 0004fec0     0 FUNC    WEAK   DEFAULT    8 ksem_unlink
  1604: 00050fa0     0 FUNC    GLOBAL DEFAULT    8 __sys_rename
  1605: 00043e90   114 FUNC    GLOBAL DEFAULT    8 statvfs
  1606: 000406d0    79 FUNC    GLOBAL DEFAULT    8 isalpha
  1607: 000d2900    40 OBJECT  GLOBAL DEFAULT   10 __bigtens_D2A
  1608: 00050540     0 FUNC    WEAK   DEFAULT    8 _sched_rr_get_in[...]
  1609: 0007ade0    46 FUNC    GLOBAL DEFAULT    8 getgrent
  1610: 0004efe0    71 FUNC    GLOBAL DEFAULT    8 encrypt
  1611: 0001e120    61 FUNC    GLOBAL DEFAULT    8 wcscspn
  1612: 000a02e0    62 FUNC    GLOBAL DEFAULT    8 _gethostbynisaddr
  1613: 0003e260   483 FUNC    GLOBAL DEFAULT    8 wcstoul
  1614: 000c5d30    34 FUNC    GLOBAL DEFAULT    8 __strcp_D2A
  1615: 000c6d00   349 FUNC    GLOBAL DEFAULT    8 __sfp
  1616: 00050780     0 FUNC    WEAK   DEFAULT    8 setresuid
  1617: 00063b20    61 FUNC    GLOBAL DEFAULT    8 strncat
  1618: 0005d9a0   149 FUNC    GLOBAL DEFAULT    8 execlp
  1619: 00024a30   299 FUNC    GLOBAL DEFAULT    8 uuid_compare
  1620: 000a7b80   108 FUNC    GLOBAL DEFAULT    8 __inet_ntop
  1621: 0004fb80     0 FUNC    WEAK   DEFAULT    8 kse_switchin
  1622: 00085320   128 FUNC    GLOBAL DEFAULT    8 sl_init
  1623: 00084650   149 FUNC    GLOBAL DEFAULT    8 hesiod_resolve
  1624: 00050760     0 FUNC    WEAK   DEFAULT    8 _setresgid
  1625: 00045600   170 FUNC    WEAK   DEFAULT    8 sem_trywait
  1626: 000dd1ac     4 OBJECT  GLOBAL DEFAULT   18 proglst_lock
  1627: 0005dfe8     0 FUNC    WEAK   DEFAULT    8 ___getcwd
  1628: 00050bc0     0 FUNC    GLOBAL DEFAULT    8 __sys_msgget
  1629: 000502c0     0 FUNC    WEAK   DEFAULT    8 extattr_set_fd
  1630: 000501e0     0 FUNC    WEAK   DEFAULT    8 _kse_exit
  1631: 000dd174     4 OBJECT  GLOBAL DEFAULT   18 authdes_lock
  1632: 00050ba0     0 FUNC    WEAK   DEFAULT    8 msgsnd
  1633: 000c64f0     0 FUNC    WEAK   DEFAULT    8 sigaction
  1634: 00047810    91 FUNC    GLOBAL DEFAULT    8 lcong48
  1635: 00068d80   412 FUNC    GLOBAL DEFAULT    8 clntunix_create
  1636: 0004ff20     0 FUNC    WEAK   DEFAULT    8 _ksem_trywait
  1637: 000b5f40   256 FUNC    GLOBAL DEFAULT    8 __expand_table
  1638: 00024140     0 FUNC    GLOBAL DEFAULT    8 wcschr
  1639: 000ebef4     4 OBJECT  GLOBAL DEFAULT   18 _nsyytext
  1640: 00036d60   259 FUNC    GLOBAL DEFAULT    8 inet6_rth_reverse
  1641: 00081d60   256 FUNC    GLOBAL DEFAULT    8 xdr_callhdr
  1642: 000a6c00   126 FUNC    GLOBAL DEFAULT    8 __ns_name_uncompress
  1643: 00045010    97 FUNC    GLOBAL DEFAULT    8 setdomainname
  1644: 00045770   150 FUNC    GLOBAL DEFAULT    8 __sem_getvalue
  1645: 00063af4     0 FUNC    WEAK   DEFAULT    8 _dup2
  1646: 0007fee0    36 FUNC    GLOBAL DEFAULT    8 __xdrrec_setnonblock
  1647: 000b1ea0     0 FUNC    GLOBAL DEFAULT    8 __sys_munmap
  1648: 00044100    75 FUNC    GLOBAL DEFAULT    8 srand48
  1649: 000892f0   163 FUNC    GLOBAL DEFAULT    8 endnetpath
  1650: 00090e40  4013 FUNC    GLOBAL DEFAULT    8 __res_init
  1651: 000a8fa0   396 FUNC    GLOBAL DEFAULT    8 _UTF8_wcsnrtombs
  1652: 00089940   821 FUNC    GLOBAL DEFAULT    8 getnetconfigent
  1653: 0005f6a4     0 FUNC    GLOBAL DEFAULT    8 _brk
  1654: 000c84d0    53 FUNC    GLOBAL DEFAULT    8 __sread
  1655: 00025a40   211 FUNC    GLOBAL DEFAULT    8 getrpcport
  1656: 00088680    50 FUNC    GLOBAL DEFAULT    8 errc
  1657: 0004f690    73 FUNC    GLOBAL DEFAULT    8 killpg
  1658: 000acff0   283 FUNC    GLOBAL DEFAULT    8 fread
  1659: 00050be0     0 FUNC    WEAK   DEFAULT    8 _msgctl
  1660: 000d68b8     4 OBJECT  GLOBAL DEFAULT   11 __mbrtowc
  1661: 0009d7a0   110 FUNC    GLOBAL DEFAULT    8 _nsyy_switch_to_[...]
  1662: 000503c0     0 FUNC    GLOBAL DEFAULT    8 __sys___acl_delete_fd
  1663: 0006aa00   587 FUNC    GLOBAL DEFAULT    8 svc_dg_enablecache
  1664: 00040250    79 FUNC    GLOBAL DEFAULT    8 iswideogram
  1665: 000dd1b4     4 OBJECT  GLOBAL DEFAULT   18 svcraw_lock
  1666: 00042cd0   144 FUNC    GLOBAL DEFAULT    8 ualarm
  1667: 00050ba0     0 FUNC    GLOBAL DEFAULT    8 __sys_msgsnd
  1668: 00042e40   221 FUNC    GLOBAL DEFAULT    8 ttyname_r
  1669: 000d4764     4 OBJECT  GLOBAL DEFAULT   11 _yplib_timeout
  1670: 00050aa0     0 FUNC    WEAK   DEFAULT    8 _clock_getres
  1671: 00026298     0 FUNC    WEAK   DEFAULT    8 sigreturn
  1672: 00069d00   450 FUNC    GLOBAL DEFAULT    8 svc_create
  1673: 0003c350    86 FUNC    WEAK   DEFAULT    8 inet_net_ntop
  1674: 00035690   152 FUNC    GLOBAL DEFAULT    8 acl_create_entry
  1675: 00050520     0 FUNC    WEAK   DEFAULT    8 kldsym
  1676: 00050260     0 FUNC    WEAK   DEFAULT    8 ___setugid
  1677: 000ba8e4     0 FUNC    GLOBAL DEFAULT    8 __sys_mkdir
  1678: 0009f030   475 FUNC    WEAK   DEFAULT    8 inet_network
  1679: 00059180   141 FUNC    GLOBAL DEFAULT    8 __ungetwc
  1680: 00050300     0 FUNC    GLOBAL DEFAULT    8 __sys_getresuid
  1681: 00040f00   333 FUNC    GLOBAL DEFAULT    8 monstartup
  1682: 000b11f0   451 FUNC    GLOBAL DEFAULT    8 __rec_fpipe
  1683: 000d4754     4 OBJECT  GLOBAL DEFAULT   11 __malloc_lock
  1684: 00028850    49 FUNC    GLOBAL DEFAULT    8 fwscanf
  1685: 000a2be0    43 FUNC    WEAK   DEFAULT    8 dlsym
  1686: 00045600   170 FUNC    GLOBAL DEFAULT    8 __sem_trywait
